order_id,session_id,user_id,order_ts,gross_amount,discount_amount,shipping_amount,net_amount,payment_method,revenue_outlier_flag,quantity,product_id,category,rating,total_cost,category_mix,margin_proxy
O0000021,S0000369,U000478,2025-12-04 00:18:37,7310.93,543.87,0.0,6767.06,UPI,0,5,2,Books,4.15,4034.92,"{'Beauty': 0, 'Books': 3, 'Electronics': 0, 'Fashion': 0, 'Home': 0, 'Sports': 2}",2732.1400000000003
O0000022,S0000381,U001985,2026-01-01 11:04:40,10156.76,1010.37,0.0,9146.39,COD,0,8,4,Electronics,4.0,5884.75,"{'Beauty': 0, 'Books': 1, 'Electronics': 4, 'Fashion': 0, 'Home': 0, 'Sports': 3}",3261.6399999999994
O0000023,S0000398,U001342,2025-12-20 11:41:33,2844.6,105.5,0.0,2739.1,Card,0,3,1,Fashion,3.9,2039.28,"{'Beauty': 0, 'Books': 0, 'Electronics': 0, 'Fashion': 3, 'Home': 0, 'Sports': 0}",699.8199999999999
O0000024,S0000418,U000554,2025-11-24 00:55:35,2019.44,114.25,0.0,1905.19,Wallet,0,2,1,Beauty,4.1,972.34,"{'Beauty': 2, 'Books': 0, 'Electronics': 0, 'Fashion': 0, 'Home': 0, 'Sports': 0}",932.85
O0000025,S0000440,U002170,2025-12-03 23:15:39,2385.74,246.07,0.0,2139.67,NetBanking,0,2,1,Electronics,3.4,1423.94,"{'Beauty': 0, 'Books': 0, 'Electronics': 2, 'Fashion': 0, 'Home': 0, 'Sports': 0}",715.73
O0000026,S0000449,U001606,2026-01-03 17:32:43,11737.28,191.31,0.0,11545.97,UPI,0,6,4,Electronics,3.95,7432.299999999999,"{'Beauty': 1, 'Books': 0, 'Electronics': 5, 'Fashion': 0, 'Home': 0, 'Sports': 0}",4113.67
O0000027,S0000459,U000962,2026-01-10 05:24:03,12162.84,705.99,0.0,11456.85,Card,0,8,4,Fashion,3.775,6355.75,"{'Beauty': 0, 'Books': 1, 'Electronics': 0, 'Fashion': 4, 'Home': 0, 'Sports': 3}",5101.1
O0000028,S0000464,U000417,2025-12-04 08:06:09,11102.4,1402.8,0.0,9699.6,UPI,0,3,1,Fashion,4.9,5443.62,"{'Beauty': 0, 'Books': 0, 'Electronics': 0, 'Fashion': 3, 'Home': 0, 'Sports': 0}",4255.9800000000005
O0000029,S0000472,,2025-10-31 03:23:27,11948.32,614.57,0.0,11333.75,UPI,0,11,4,Sports,4.3,5836.37,"{'Beauty': 0, 'Books': 0, 'Electronics': 3, 'Fashion': 0, 'Home': 0, 'Sports': 8}",5497.38
O0000030,S0000476,U001922,2026-01-09 19:08:10,4106.69,430.0,0.0,3676.69,NetBanking,0,2,2,Fashion,4.1,2492.65,"{'Beauty': 0, 'Books': 0, 'Electronics': 0, 'Fashion': 1, 'Home': 0, 'Sports': 1}",1184.04
O0000031,S0000489,,2025-12-15 07:27:34,11250.42,569.38,0.0,10681.04,UPI,0,6,2,Beauty,3.7,6914.58,"{'Beauty': 3, 'Books': 0, 'Electronics': 0, 'Fashion': 0, 'Home': 0, 'Sports': 3}",3766.460000000001
O0000032,S0000492,U000574,2025-10-25 11:05:02,10658.05,1573.96,0.0,9084.09,Wallet,0,6,4,Beauty,4.3,6616.569999999999,"{'Beauty': 1, 'Books': 1, 'Electronics': 0, 'Fashion': 3, 'Home': 1, 'Sports': 0}",2467.5200000000013
O0000033,S0000513,U000891,2025-12-11 14:31:30,13310.55,1423.02,0.0,11887.53,UPI,0,6,4,Beauty,4.125,7024.54,"{'Beauty': 1, 'Books': 0, 'Electronics': 1, 'Fashion': 2, 'Home': 0, 'Sports': 2}",4862.990000000001
O0000034,S0000523,,2025-12-11 00:54:47,896.95,74.18,118.2,940.97,Wallet,0,1,1,Beauty,3.1,618.04,"{'Beauty': 1, 'Books': 0, 'Electronics': 0, 'Fashion': 0, 'Home': 0, 'Sports': 0}",322.93000000000006
O0000035,S0000531,U001231,2025-12-24 02:38:13,11957.27,1283.05,0.0,10674.22,COD,0,8,4,Home,4.275,7878.9400000000005,"{'Beauty': 0, 'Books': 3, 'Electronics': 0, 'Fashion': 0, 'Home': 4, 'Sports': 1}",2795.279999999999
O0000036,S0000544,U001066,2026-01-03 07:44:32,1269.09,68.46,93.11,1293.74,NetBanking,0,1,1,Electronics,4.1,854.8,"{'Beauty': 0, 'Books': 0, 'Electronics': 1, 'Fashion': 0, 'Home': 0, 'Sports': 0}",438.94000000000005
O0000037,S0000561,U000486,2025-11-18 20:49:30,18545.91,834.05,0.0,17711.86,COD,0,9,4,Beauty,4.175,11402.119999999999,"{'Beauty': 4, 'Books': 0, 'Electronics': 2, 'Fashion': 0, 'Home': 0, 'Sports': 3}",6309.740000000002
O0000038,S0000572,U000269,2025-11-17 12:31:43,15788.48,1018.19,0.0,14770.29,UPI,0,7,4,Home,3.975,8540.220000000001,"{'Beauty': 0, 'Books': 2, 'Electronics': 1, 'Fashion': 0, 'Home': 4, 'Sports': 0}",6230.07
O0000039,S0000597,,2025-11-01 18:22:05,1224.26,167.0,67.62,1124.88,COD,0,2,1,Books,3.7,835.08,"{'Beauty': 0, 'Books': 2, 'Electronics': 0, 'Fashion': 0, 'Home': 0, 'Sports': 0}",289.80000000000007
O0000040,S0000607,U000040,2026-01-18 07:26:40,8334.52,617.84,0.0,7716.68,COD,0,5,3,Beauty,4.233333333333333,5810.74,"{'Beauty': 1, 'Books': 3, 'Electronics': 0, 'Fashion': 1, 'Home': 0, 'Sports': 0}",1905.9400000000005
O0000041,S0000634,U001498,2025-11-11 16:13:32,4119.56,654.46,0.0,3465.1,UPI,0,3,3,Sports,4.166666666666667,2068.16,"{'Beauty': 1, 'Books': 0, 'Electronics': 0, 'Fashion': 0, 'Home': 0, 'Sports': 2}",1396.94
O0000042,S0000636,U000205,2025-11-23 19:54:59,3639.96,172.59,0.0,3467.37,Card,0,3,2,Home,3.75,2080.04,"{'Beauty': 0, 'Books': 0, 'Electronics': 0, 'Fashion': 0, 'Home': 2, 'Sports': 1}",1387.33
O0000043,S0000648,U001360,2025-12-29 22:15:01,3180.36,189.03,0.0,2991.33,UPI,0,2,1,Electronics,4.4,1970.18,"{'Beauty': 0, 'Books': 0, 'Electronics': 2, 'Fashion': 0, 'Home': 0, 'Sports': 0}",1021.1499999999999
O0000044,S0000652,,2025-11-25 16:31:09,6203.61,312.31,0.0,5891.3,Wallet,0,4,3,Books,4.233333333333333,3564.59,"{'Beauty': 0, 'Books': 1, 'Electronics': 1, 'Fashion': 0, 'Home': 0, 'Sports': 2}",2326.71
O0000045,S0000656,U001888,2025-11-22 18:55:38,3995.22,74.53,0.0,3920.69,UPI,0,4,3,Beauty,4.066666666666666,2120.6099999999997,"{'Beauty': 1, 'Books': 1, 'Electronics': 2, 'Fashion': 0, 'Home': 0, 'Sports': 0}",1800.0800000000004
O0000046,S0000667,U001953,2025-12-24 07:02:29,20646.03,937.91,0.0,19708.12,UPI,0,11,4,Sports,4.2,12918.47,"{'Beauty': 0, 'Books': 0, 'Electronics': 0, 'Fashion': 3, 'Home': 0, 'Sports': 8}",6789.65
O0000047,S0000681,U000749,2025-11-12 10:51:02,7724.67,475.17,0.0,7249.5,NetBanking,0,7,3,Books,4.466666666666667,4645.27,"{'Beauty': 0, 'Books': 3, 'Electronics': 0, 'Fashion': 0, 'Home': 2, 'Sports': 2}",2604.2299999999996
O0000048,S0000689,,2025-12-15 17:33:57,2102.3,200.37,0.0,1901.93,UPI,0,2,1,Electronics,4.2,948.88,"{'Beauty': 0, 'Books': 0, 'Electronics': 2, 'Fashion': 0, 'Home': 0, 'Sports': 0}",953.0500000000001
O0000049,S0000692,U001298,2025-12-29 03:39:24,2863.94,280.76,0.0,2583.18,COD,0,2,2,Electronics,3.75,1649.6599999999999,"{'Beauty': 0, 'Books': 0, 'Electronics': 1, 'Fashion': 0, 'Home': 0, 'Sports': 1}",933.52
O0000050,S0000726,U001182,2025-10-23 01:14:39,8028.26,571.14,0.0,7457.12,NetBanking,0,6,3,Electronics,3.9333333333333336,5313.28,"{'Beauty': 0, 'Books': 2, 'Electronics': 4, 'Fashion': 0, 'Home': 0, 'Sports': 0}",2143.84
O0000051,S0000730,U000731,2025-11-28 14:04:43,13829.97,1490.68,0.0,12339.29,Card,0,7,4,Home,3.6,7945.03,"{'Beauty': 0, 'Books': 1, 'Electronics': 0, 'Fashion': 0, 'Home': 4, 'Sports': 2}",4394.260000000001
O0000052,S0000732,U000746,2025-12-15 22:29:17,8049.68,759.84,0.0,7289.84,Wallet,0,6,3,Beauty,4.3999999999999995,5066.76,"{'Beauty': 2, 'Books': 2, 'Electronics': 2, 'Fashion': 0, 'Home': 0, 'Sports': 0}",2223.08
O0000053,S0000745,U001245,2026-01-11 14:28:36,6731.26,912.3,0.0,5818.96,Wallet,0,4,2,Electronics,4.35,4297.92,"{'Beauty': 0, 'Books': 0, 'Electronics': 4, 'Fashion': 0, 'Home': 0, 'Sports': 0}",1521.04
O0000054,S0000752,U001955,2025-12-09 11:25:16,7175.74,646.22,0.0,6529.52,Card,0,3,3,Beauty,4.366666666666666,4276.04,"{'Beauty': 2, 'Books': 0, 'Electronics': 1, 'Fashion': 0, 'Home': 0, 'Sports': 0}",2253.4800000000005
O0000055,S0000776,U001280,2025-12-02 13:27:00,7622.86,456.1,0.0,7166.76,NetBanking,0,5,3,Beauty,4.133333333333334,5215.030000000001,"{'Beauty': 1, 'Books': 2, 'Electronics': 0, 'Fashion': 0, 'Home': 0, 'Sports': 2}",1951.7299999999996
O0000056,S0000782,U000505,2025-11-26 05:37:11,5767.63,102.03,0.0,5665.6,NetBanking,0,5,4,Books,4.0,3291.0699999999997,"{'Beauty': 0, 'Books': 1, 'Electronics': 1, 'Fashion': 1, 'Home': 2, 'Sports': 0}",2374.5300000000007
O0000057,S0000785,,2025-11-29 11:38:49,3270.27,189.66,0.0,3080.61,Card,0,2,2,Books,4.05,2012.5500000000002,"{'Beauty': 0, 'Books': 1, 'Electronics': 0, 'Fashion': 1, 'Home': 0, 'Sports': 0}",1068.06
O0000058,S0000792,U000653,2025-11-13 23:23:15,8610.28,313.76,0.0,8296.52,COD,0,6,3,Books,4.066666666666666,5326.1,"{'Beauty': 0, 'Books': 4, 'Electronics': 0, 'Fashion': 2, 'Home': 0, 'Sports': 0}",2970.42
O0000059,S0000795,U002141,2025-10-27 16:38:24,2475.67,114.65,0.0,2361.02,Wallet,0,2,2,Electronics,4.25,1465.67,"{'Beauty': 0, 'Books': 0, 'Electronics': 2, 'Fashion': 0, 'Home': 0, 'Sports': 0}",895.3499999999999
O0000060,S0000800,U000123,2026-01-14 22:52:55,14303.08,1221.52,0.0,13081.56,Card,0,5,3,Beauty,4.133333333333334,7897.12,"{'Beauty': 2, 'Books': 0, 'Electronics': 2, 'Fashion': 0, 'Home': 0, 'Sports': 1}",5184.44
O0000061,S0000815,U000165,2025-10-29 01:48:15,8897.9,704.87,0.0,8193.03,UPI,0,7,3,Electronics,3.966666666666667,5881.7,"{'Beauty': 0, 'Books': 3, 'Electronics': 4, 'Fashion': 0, 'Home': 0, 'Sports': 0}",2311.330000000001
O0000062,S0000832,U001834,2026-01-10 02:16:28,2364.02,233.48,0.0,2130.54,UPI,0,2,2,Electronics,4.15,1595.1999999999998,"{'Beauty': 0, 'Books': 0, 'Electronics': 1, 'Fashion': 0, 'Home': 0, 'Sports': 1}",535.3400000000001
O0000063,S0000838,U000797,2025-12-23 01:14:43,9723.22,717.12,0.0,9006.1,Card,0,5,2,Electronics,3.6500000000000004,5002.44,"{'Beauty': 0, 'Books': 0, 'Electronics': 3, 'Fashion': 0, 'Home': 2, 'Sports': 0}",4003.6600000000008
O0000064,S0000839,U000336,2025-10-27 07:54:50,7175.75,228.77,0.0,6946.98,UPI,0,4,2,Beauty,4.05,3738.6800000000003,"{'Beauty': 1, 'Books': 0, 'Electronics': 0, 'Fashion': 0, 'Home': 0, 'Sports': 3}",3208.2999999999993
O0000065,S0000852,U001473,2025-11-12 07:53:45,1504.05,114.7,99.65,1489.0,Card,0,3,1,Fashion,4.5,685.02,"{'Beauty': 0, 'Books': 0, 'Electronics': 0, 'Fashion': 3, 'Home': 0, 'Sports': 0}",803.98
O0000066,S0000874,U001534,2025-11-06 03:28:19,4671.07,217.32,0.0,4453.75,Wallet,0,5,2,Fashion,4.4,2835.98,"{'Beauty': 0, 'Books': 0, 'Electronics': 0, 'Fashion': 5, 'Home': 0, 'Sports': 0}",1617.77
O0000067,S0000875,U001667,2026-01-04 06:37:16,3765.7,263.81,0.0,3501.89,Card,0,2,1,Beauty,4.6,2584.14,"{'Beauty': 2, 'Books': 0, 'Electronics': 0, 'Fashion': 0, 'Home': 0, 'Sports': 0}",917.75
O0000068,S0000876,,2025-11-19 15:58:49,11048.32,1016.63,0.0,10031.69,COD,0,8,4,Electronics,4.325,6125.7,"{'Beauty': 0, 'Books': 3, 'Electronics': 3, 'Fashion': 2, 'Home': 0, 'Sports': 0}",3905.9900000000007
O0000069,S0000929,,2025-11-30 02:41:21,6045.87,147.04,0.0,5898.83,NetBanking,0,4,2,Beauty,4.35,3877.39,"{'Beauty': 1, 'Books': 0, 'Electronics': 0, 'Fashion': 0, 'Home': 0, 'Sports': 3}",2021.44
O0000070,S0000940,U000622,2026-01-18 12:58:28,8760.95,503.29,0.0,8257.66,UPI,0,7,3,Home,4.166666666666667,6054.620000000001,"{'Beauty': 0, 'Books': 0, 'Electronics': 0, 'Fashion': 0, 'Home': 5, 'Sports': 2}",2203.039999999999
O0000071,S0000965,U000691,2025-12-28 18:50:26,3121.68,362.36,0.0,2759.32,Wallet,0,2,1,Home,4.4,1413.42,"{'Beauty': 0, 'Books': 0, 'Electronics': 0, 'Fashion': 0, 'Home': 2, 'Sports': 0}",1345.9
O0000072,S0000992,,2025-12-23 06:06:11,14587.05,1621.38,0.0,12965.67,Card,0,3,2,Books,3.75,7200.0599999999995,"{'Beauty': 0, 'Books': 3, 'Electronics': 0, 'Fashion': 0, 'Home': 0, 'Sports': 0}",5765.610000000001
O0000073,S0000997,,2026-01-18 03:43:47,13205.19,1290.75,0.0,11914.44,NetBanking,0,8,3,Beauty,4.3,7701.53,"{'Beauty': 5, 'Books': 0, 'Electronics': 0, 'Fashion': 3, 'Home': 0, 'Sports': 0}",4212.910000000001
O0000074,S0001005,U000470,2025-12-14 21:08:44,4882.41,256.79,0.0,4625.62,COD,0,2,2,Beauty,4.3,2567.6400000000003,"{'Beauty': 1, 'Books': 0, 'Electronics': 0, 'Fashion': 0, 'Home': 0, 'Sports': 1}",2057.9799999999996
O0000075,S0001011,,2025-12-20 17:10:01,14032.56,1865.45,0.0,12167.11,UPI,0,7,3,Beauty,4.166666666666667,7911.6,"{'Beauty': 1, 'Books': 0, 'Electronics': 3, 'Fashion': 0, 'Home': 0, 'Sports': 3}",4255.51
O0000076,S0001033,U001143,2026-01-19 07:29:04,9967.89,1029.93,0.0,8937.96,Card,0,9,4,Sports,4.4,6025.040000000001,"{'Beauty': 3, 'Books': 0, 'Electronics': 0, 'Fashion': 0, 'Home': 3, 'Sports': 3}",2912.9199999999983
O0000077,S0001059,U001974,2025-11-14 07:34:30,13119.54,1345.8,0.0,11773.74,Card,0,10,4,Sports,4.125,7099.9400000000005,"{'Beauty': 3, 'Books': 0, 'Electronics': 3, 'Fashion': 0, 'Home': 0, 'Sports': 4}",4673.799999999999
O0000078,S0001076,U001573,2026-01-01 12:13:11,4769.41,347.1,0.0,4422.31,COD,0,4,3,Beauty,3.733333333333333,3352.9700000000003,"{'Beauty': 2, 'Books': 0, 'Electronics': 1, 'Fashion': 1, 'Home': 0, 'Sports': 0}",1069.3400000000001
O0000079,S0001096,U001567,2025-10-24 04:01:01,1590.06,154.82,83.94,1519.18,UPI,0,3,1,Home,3.6,738.75,"{'Beauty': 0, 'Books': 0, 'Electronics': 0, 'Fashion': 0, 'Home': 3, 'Sports': 0}",780.4300000000001
O0000080,S0001104,U001318,2025-11-06 22:24:34,3583.89,182.16,0.0,3401.73,Card,0,4,3,Beauty,4.1000000000000005,2334.85,"{'Beauty': 2, 'Books': 0, 'Electronics': 1, 'Fashion': 0, 'Home': 1, 'Sports': 0}",1066.88
O0000081,S0001107,U001266,2026-01-07 14:09:01,11293.11,1413.75,0.0,9879.36,COD,0,6,2,Beauty,4.55,6341.3099999999995,"{'Beauty': 3, 'Books': 3, 'Electronics': 0, 'Fashion': 0, 'Home': 0, 'Sports': 0}",3538.050000000001
O0000082,S0001143,U000564,2025-10-28 12:19:40,2292.21,215.89,0.0,2076.32,Wallet,0,3,1,Electronics,4.1,1615.62,"{'Beauty': 0, 'Books': 0, 'Electronics': 3, 'Fashion': 0, 'Home': 0, 'Sports': 0}",460.7000000000003
O0000083,S0001156,,2026-01-01 09:08:25,5564.69,452.11,0.0,5112.58,NetBanking,0,3,2,Beauty,4.25,3196.0,"{'Beauty': 2, 'Books': 0, 'Electronics': 0, 'Fashion': 0, 'Home': 0, 'Sports': 1}",1916.58
O0000084,S0001157,U001417,2025-12-06 00:34:26,656.51,62.8,52.65,646.36,Card,0,1,1,Sports,3.0,342.41,"{'Beauty': 0, 'Books': 0, 'Electronics': 0, 'Fashion': 0, 'Home': 0, 'Sports': 1}",303.95
O0000085,S0001158,U000169,2025-12-01 04:26:15,8276.51,222.03,0.0,8054.48,UPI,0,7,3,Electronics,4.233333333333333,3992.1400000000003,"{'Beauty': 0, 'Books': 0, 'Electronics': 4, 'Fashion': 0, 'Home': 3, 'Sports': 0}",4062.3399999999992
O0000086,S0001166,U000019,2025-12-21 04:16:33,8603.56,1048.0,0.0,7555.56,Wallet,0,4,2,Books,4.15,4889.0,"{'Beauty': 0, 'Books': 4, 'Electronics': 0, 'Fashion': 0, 'Home': 0, 'Sports': 0}",2666.5600000000004
O0000087,S0001177,U000796,2026-01-17 00:42:13,3448.3,192.96,0.0,3255.34,Card,0,4,2,Books,4.300000000000001,1863.96,"{'Beauty': 0, 'Books': 2, 'Electronics': 0, 'Fashion': 2, 'Home': 0, 'Sports': 0}",1391.38
O0000088,S0001182,U000638,2026-01-19 01:14:32,16020.81,1607.3,0.0,14413.51,COD,0,9,4,Sports,4.025,9235.3,"{'Beauty': 0, 'Books': 2, 'Electronics': 0, 'Fashion': 2, 'Home': 0, 'Sports': 5}",5178.210000000001
O0000089,S0001187,U001006,2025-12-30 14:22:05,10869.57,481.92,0.0,10387.65,NetBanking,0,8,4,Sports,4.275,5895.5599999999995,"{'Beauty': 0, 'Books': 0, 'Electronics': 1, 'Fashion': 3, 'Home': 0, 'Sports': 4}",4492.09
O0000090,S0001194,U000301,2025-12-07 08:05:12,11941.93,936.82,0.0,11005.11,UPI,0,7,4,Books,4.3,7731.24,"{'Beauty': 0, 'Books': 3, 'Electronics': 1, 'Fashion': 2, 'Home': 0, 'Sports': 1}",3273.870000000001
O0000091,S0001195,U000481,2026-01-05 22:31:20,11532.52,986.94,0.0,10545.58,UPI,0,8,3,Books,4.2,7867.24,"{'Beauty': 0, 'Books': 3, 'Electronics': 3, 'Fashion': 0, 'Home': 2, 'Sports': 0}",2678.34
O0000092,S0001203,U001135,2026-01-16 00:54:05,7303.42,646.59,0.0,6656.83,COD,0,4,2,Fashion,4.2,3899.1899999999996,"{'Beauty': 0, 'Books': 0, 'Electronics': 0, 'Fashion': 1, 'Home': 3, 'Sports': 0}",2757.6400000000003
O0000093,S0001206,U000616,2025-10-23 11:51:32,11010.44,336.32,0.0,10674.12,Card,0,6,3,Fashion,4.1000000000000005,6926.75,"{'Beauty': 0, 'Books': 0, 'Electronics': 2, 'Fashion': 4, 'Home': 0, 'Sports': 0}",3747.370000000001
O0000094,S0001216,U001583,2026-01-02 07:07:12,2405.2,258.59,0.0,2146.61,Card,0,4,2,Beauty,4.35,1320.52,"{'Beauty': 2, 'Books': 0, 'Electronics': 0, 'Fashion': 2, 'Home': 0, 'Sports': 0}",826.0900000000001
O0000095,S0001219,U000967,2025-12-14 01:58:09,11564.94,819.53,0.0,10745.41,UPI,0,7,3,Books,4.366666666666667,7048.32,"{'Beauty': 0, 'Books': 3, 'Electronics': 2, 'Fashion': 0, 'Home': 0, 'Sports': 2}",3697.09
O0000096,S0001237,U001411,2025-11-22 20:13:23,6709.47,518.72,0.0,6190.75,Card,0,6,2,Books,3.95,4609.35,"{'Beauty': 0, 'Books': 3, 'Electronics': 0, 'Fashion': 0, 'Home': 3, 'Sports': 0}",1581.3999999999996
O0000097,S0001266,U000013,2025-12-04 17:09:01,6016.23,252.42,0.0,5763.81,UPI,0,6,4,Beauty,4.0,3529.3,"{'Beauty': 1, 'Books': 0, 'Electronics': 0, 'Fashion': 1, 'Home': 3, 'Sports': 1}",2234.51
O0000098,S0001285,U001276,2025-11-10 05:38:14,6622.62,546.22,0.0,6076.4,Card,0,4,3,Electronics,4.133333333333333,4172.22,"{'Beauty': 0, 'Books': 0, 'Electronics': 1, 'Fashion': 2, 'Home': 0, 'Sports': 1}",1904.1799999999994
O0000099,S0001307,U001041,2026-01-11 06:13:20,33330.77,1797.14,0.0,22017.136199999964,UPI,1,8,3,Beauty,4.1000000000000005,20242.71,"{'Beauty': 3, 'Books': 2, 'Electronics': 0, 'Fashion': 3, 'Home': 0, 'Sports': 0}",1774.4261999999653
O0000100,S0001324,U002192,2025-12-06 22:53:33,7330.21,961.46,0.0,6368.75,NetBanking,0,6,3,Books,3.9,3650.33,"{'Beauty': 0, 'Books': 4, 'Electronics': 0, 'Fashion': 0, 'Home': 0, 'Sports': 2}",2718.42
O0000101,S0001327,U000765,2025-12-22 04:54:50,11185.16,517.93,0.0,10667.23,UPI,0,9,4,Sports,3.675,6746.450000000001,"{'Beauty': 0, 'Books': 0, 'Electronics': 0, 'Fashion': 2, 'Home': 0, 'Sports': 7}",3920.779999999999
O0000102,S0001330,U000093,2026-01-16 07:19:58,12031.4,1514.46,0.0,10516.94,UPI,0,6,3,Beauty,4.333333333333333,6137.83,"{'Beauty': 2, 'Books': 1, 'Electronics': 0, 'Fashion': 0, 'Home': 0, 'Sports': 3}",4379.110000000001
