user_id,signup_date,city_tier,segment,preferred_device,lifetime_orders,total_ltv,first_order_date,last_order_date,repeat_flag,user_value_band
U000139,2025-11-17,3,value,web,0.0,0.0,0,0,0,low
U000140,2025-12-26,2,regular,mobile,0.0,0.0,0,0,0,low
U000141,2025-10-22,3,value,web,0.0,0.0,0,0,0,low
U000142,2025-07-17,2,value,mobile,2.0,19102.239999999998,2025-12-16 23:21:24,2025-12-21 23:39:21,1,high
U000143,2025-06-23,2,value,web,0.0,0.0,0,0,0,low
U000144,2025-10-05,2,premium,mobile,0.0,0.0,0,0,0,low
U000145,2026-01-08,2,value,web,0.0,0.0,0,0,0,low
U000146,2025-10-21,2,regular,mobile,1.0,5871.83,2025-12-03 17:49:48,2025-12-03 17:49:48,0,high
U000147,2025-09-09,1,value,web,0.0,0.0,0,0,0,low
U000148,2025-06-29,1,premium,web,1.0,2405.75,2025-11-23 00:50:48,2025-11-23 00:50:48,0,high
U000149,2026-01-01,2,regular,mobile,0.0,0.0,0,0,0,low
U000150,2025-08-31,2,premium,mobile,0.0,0.0,0,0,0,low
U000151,2025-11-18,2,value,mobile,0.0,0.0,0,0,0,low
U000152,2025-11-16,1,value,mobile,0.0,0.0,0,0,0,low
U000153,2025-08-15,2,regular,web,0.0,0.0,0,0,0,low
U000154,2025-07-06,1,value,mobile,0.0,0.0,0,0,0,low
U000155,2025-09-12,3,regular,web,0.0,0.0,0,0,0,low
U000156,2025-08-29,3,premium,web,0.0,0.0,0,0,0,low
U000157,2025-11-17,1,regular,web,1.0,6058.84,2026-01-04 15:20:57,2026-01-04 15:20:57,0,high
U000158,2025-12-12,2,premium,web,0.0,0.0,0,0,0,low
U000159,2025-08-09,1,regular,mobile,0.0,0.0,0,0,0,low
U000160,2025-10-12,2,value,mobile,0.0,0.0,0,0,0,low
U000161,2025-07-01,1,regular,web,0.0,0.0,0,0,0,low
U000162,2025-08-07,2,value,mobile,0.0,0.0,0,0,0,low
U000163,2025-11-30,2,regular,web,1.0,7014.68,2025-12-15 20:22:28,2025-12-15 20:22:28,0,high
U000164,2025-12-07,3,value,web,0.0,0.0,0,0,0,low
U000165,2025-12-03,1,value,mobile,1.0,8193.03,2025-10-29 01:48:15,2025-10-29 01:48:15,0,high
U000166,2025-07-23,2,regular,web,0.0,0.0,0,0,0,low
U000167,2025-10-17,3,value,web,0.0,0.0,0,0,0,low
U000168,2025-09-20,3,value,mobile,2.0,5260.25,2025-10-23 11:12:57,2025-12-11 10:37:48,1,high
U000169,2026-01-17,2,regular,web,2.0,12280.47,2025-12-01 04:26:15,2025-12-02 02:56:55,1,high
U000170,2025-11-07,2,value,web,0.0,0.0,0,0,0,low
U000171,2026-01-05,2,regular,mobile,0.0,0.0,0,0,0,low
U000172,2025-07-23,2,value,web,0.0,0.0,0,0,0,low
U000173,2025-09-26,3,value,mobile,0.0,0.0,0,0,0,low
U000174,2025-12-02,2,value,mobile,0.0,0.0,0,0,0,low
U000175,2025-09-08,2,regular,web,0.0,0.0,0,0,0,low
U000176,2025-11-03,1,premium,web,0.0,0.0,0,0,0,low
U000177,2025-10-08,2,value,web,0.0,0.0,0,0,0,low
U000178,2026-01-17,3,premium,mobile,1.0,3139.82,2025-11-25 09:53:13,2025-11-25 09:53:13,0,high
U000179,2025-07-29,2,regular,web,1.0,3384.29,2025-12-09 13:24:47,2025-12-09 13:24:47,0,high
U000180,2026-01-05,2,regular,mobile,0.0,0.0,0,0,0,low
U000181,2025-09-15,3,regular,web,0.0,0.0,0,0,0,low
U000182,2025-09-29,3,regular,mobile,0.0,0.0,0,0,0,low
U000183,2025-10-12,2,regular,web,0.0,0.0,0,0,0,low
U000184,2025-08-18,2,regular,web,0.0,0.0,0,0,0,low
U000185,2026-01-11,2,regular,web,0.0,0.0,0,0,0,low
U000186,2025-12-31,2,value,mobile,0.0,0.0,0,0,0,low
U000187,2026-01-13,2,value,mobile,1.0,12824.15,2025-12-01 14:29:39,2025-12-01 14:29:39,0,high
U000188,2026-01-18,1,regular,web,0.0,0.0,0,0,0,low
U000189,2025-11-11,3,value,web,0.0,0.0,0,0,0,low
U000190,2025-09-26,3,value,web,0.0,0.0,0,0,0,low
U000191,2025-12-19,3,value,web,0.0,0.0,0,0,0,low
U000192,2025-06-28,3,value,mobile,0.0,0.0,0,0,0,low
U000193,2025-12-15,3,regular,mobile,0.0,0.0,0,0,0,low
U000194,2025-10-05,3,regular,mobile,1.0,2848.01,2026-01-15 22:53:20,2026-01-15 22:53:20,0,high
U000195,2025-11-11,3,regular,web,0.0,0.0,0,0,0,low
U000196,2025-09-09,2,value,web,1.0,2865.2,2025-12-31 20:51:04,2025-12-31 20:51:04,0,high
U000197,2025-09-08,2,regular,mobile,0.0,0.0,0,0,0,low
U000198,2025-06-30,1,regular,web,2.0,20890.89,2025-12-12 01:00:34,2026-01-15 15:01:09,1,high
U000199,2025-09-20,2,regular,mobile,0.0,0.0,0,0,0,low
U000200,2025-09-17,2,regular,web,0.0,0.0,0,0,0,low
U000201,2025-08-09,2,regular,web,0.0,0.0,0,0,0,low
U000202,2025-08-14,2,regular,mobile,0.0,0.0,0,0,0,low
U000203,2025-10-24,2,premium,web,0.0,0.0,0,0,0,low
U000204,2025-08-29,1,regular,mobile,1.0,10781.8,2025-11-23 19:31:22,2025-11-23 19:31:22,0,high
U000205,2025-12-14,3,regular,web,1.0,3467.37,2025-11-23 19:54:59,2025-11-23 19:54:59,0,high
U000206,2025-07-16,3,regular,web,1.0,13218.3,2025-12-04 05:09:20,2025-12-04 05:09:20,0,high
U000207,2025-10-22,1,value,web,1.0,11093.67,2025-12-27 04:54:16,2025-12-27 04:54:16,0,high
U000208,2025-07-27,1,premium,web,0.0,0.0,0,0,0,low
U000209,2025-10-12,2,value,web,0.0,0.0,0,0,0,low
U000210,2025-10-17,3,value,web,0.0,0.0,0,0,0,low
U000211,2025-11-05,3,premium,mobile,1.0,11109.92,2025-12-01 03:11:40,2025-12-01 03:11:40,0,high
U000212,2025-09-21,1,regular,mobile,0.0,0.0,0,0,0,low
U000213,2025-10-08,3,value,web,0.0,0.0,0,0,0,low
U000214,2025-07-31,1,value,web,0.0,0.0,0,0,0,low
U000215,2025-09-28,2,value,web,2.0,13159.98,2025-11-01 19:18:39,2025-11-26 11:18:12,1,high
U000216,2025-09-09,3,regular,mobile,0.0,0.0,0,0,0,low
U000217,2025-11-10,1,value,mobile,1.0,1656.65,2025-11-20 09:10:14,2025-11-20 09:10:14,0,high
U000218,2025-09-22,1,premium,web,0.0,0.0,0,0,0,low
U000219,2025-12-04,2,premium,web,0.0,0.0,0,0,0,low
U000220,2025-09-20,2,regular,web,0.0,0.0,0,0,0,low
U000221,2025-08-11,3,regular,web,0.0,0.0,0,0,0,low
U000222,2025-08-19,3,value,web,0.0,0.0,0,0,0,low
U000223,2025-07-02,1,value,mobile,0.0,0.0,0,0,0,low
U000224,2025-10-14,1,regular,web,1.0,11804.6,2026-01-09 19:06:07,2026-01-09 19:06:07,0,high
U000225,2025-12-14,3,value,web,0.0,0.0,0,0,0,low
U000226,2025-12-01,2,value,web,0.0,0.0,0,0,0,low
U000227,2025-09-23,3,value,mobile,2.0,10729.46,2025-11-13 13:26:46,2025-12-17 11:34:39,1,high
U000228,2025-08-03,2,value,web,0.0,0.0,0,0,0,low
U000229,2025-12-21,1,regular,web,0.0,0.0,0,0,0,low
U000230,2025-07-05,3,regular,web,0.0,0.0,0,0,0,low
U000231,2025-09-15,1,regular,mobile,0.0,0.0,0,0,0,low
U000232,2025-12-20,2,regular,web,0.0,0.0,0,0,0,low
U000233,2025-09-14,2,regular,mobile,0.0,0.0,0,0,0,low
U000234,2025-07-18,2,regular,web,0.0,0.0,0,0,0,low
U000235,2025-08-18,2,regular,web,1.0,14063.86,2025-11-23 05:42:22,2025-11-23 05:42:22,0,high
U000236,2025-10-27,2,regular,mobile,0.0,0.0,0,0,0,low
U000237,2025-07-25,3,value,mobile,0.0,0.0,0,0,0,low
U000238,2025-11-07,3,premium,web,0.0,0.0,0,0,0,low
U000239,2025-09-23,2,value,mobile,0.0,0.0,0,0,0,low
U000240,2025-09-01,1,value,web,0.0,0.0,0,0,0,low
U000241,2025-08-13,3,value,web,2.0,15728.330000000002,2025-11-04 14:19:10,2025-11-24 19:13:57,1,high
U000242,2025-12-13,3,regular,mobile,0.0,0.0,0,0,0,low
U000243,2025-09-14,2,regular,mobile,0.0,0.0,0,0,0,low
U000244,2025-11-25,2,regular,web,0.0,0.0,0,0,0,low
U000245,2025-09-23,2,premium,mobile,0.0,0.0,0,0,0,low
U000246,2025-07-12,1,value,web,1.0,3356.89,2026-01-11 08:39:04,2026-01-11 08:39:04,0,high
U000247,2025-09-23,2,regular,web,0.0,0.0,0,0,0,low
U000248,2025-10-08,2,value,mobile,0.0,0.0,0,0,0,low
U000249,2025-09-27,3,regular,web,2.0,9584.93,2025-11-03 09:30:12,2026-01-07 02:31:55,1,high
U000250,2025-12-11,3,value,mobile,1.0,3388.02,2026-01-02 20:11:38,2026-01-02 20:11:38,0,high
U000251,2025-12-31,3,value,mobile,0.0,0.0,0,0,0,low
U000252,2025-12-05,2,regular,mobile,1.0,1049.49,2025-10-22 10:11:15,2025-10-22 10:11:15,0,high
U000253,2025-10-23,2,regular,web,0.0,0.0,0,0,0,low
U000254,2025-10-15,3,regular,mobile,0.0,0.0,0,0,0,low
U000255,2025-11-05,3,regular,mobile,1.0,952.32,2025-11-09 04:17:13,2025-11-09 04:17:13,0,high
U000256,2025-08-22,2,regular,mobile,2.0,5247.93,2025-10-21 14:41:34,2025-12-25 06:15:33,1,high
U000257,2025-12-10,3,regular,web,1.0,2335.03,2026-01-16 21:38:10,2026-01-16 21:38:10,0,high
U000258,2025-12-20,1,value,web,1.0,5082.46,2026-01-12 11:55:50,2026-01-12 11:55:50,0,high
U000259,2025-08-18,3,value,web,0.0,0.0,0,0,0,low
U000260,2025-12-30,1,value,web,0.0,0.0,0,0,0,low
U000261,2025-12-18,1,value,web,0.0,0.0,0,0,0,low
U000262,2025-09-20,2,regular,mobile,0.0,0.0,0,0,0,low
U000263,2025-12-31,1,regular,mobile,0.0,0.0,0,0,0,low
U000264,2025-07-18,1,regular,web,0.0,0.0,0,0,0,low
U000265,2025-06-29,1,regular,web,0.0,0.0,0,0,0,low
U000266,2025-09-04,2,regular,mobile,0.0,0.0,0,0,0,low
U000267,2025-10-20,3,regular,web,0.0,0.0,0,0,0,low
U000268,2025-09-05,1,value,mobile,1.0,12085.23,2025-10-26 05:46:16,2025-10-26 05:46:16,0,high
U000269,2026-01-07,2,value,web,1.0,14770.29,2025-11-17 12:31:43,2025-11-17 12:31:43,0,high
U000270,2025-08-15,3,regular,web,0.0,0.0,0,0,0,low
U000271,2025-08-21,1,regular,web,0.0,0.0,0,0,0,low
U000272,2025-11-03,1,value,mobile,0.0,0.0,0,0,0,low
U000273,2025-06-24,3,value,web,0.0,0.0,0,0,0,low
U000274,2025-11-23,3,regular,mobile,0.0,0.0,0,0,0,low
U000275,2025-09-10,2,regular,web,0.0,0.0,0,0,0,low
U000276,2026-01-14,3,value,web,0.0,0.0,0,0,0,low
U000277,2025-11-15,1,regular,mobile,0.0,0.0,0,0,0,low
U000278,2025-07-04,2,premium,web,0.0,0.0,0,0,0,low
U000279,2025-07-12,3,value,web,1.0,11794.02,2025-10-28 03:54:51,2025-10-28 03:54:51,0,high
U000280,2025-07-11,2,premium,web,1.0,4107.71,2025-12-03 01:53:51,2025-12-03 01:53:51,0,high
U000281,2026-01-09,3,value,mobile,1.0,14921.68,2025-11-10 21:19:03,2025-11-10 21:19:03,0,high
U000282,2025-11-14,2,regular,web,0.0,0.0,0,0,0,low
U000283,2025-09-21,3,regular,web,0.0,0.0,0,0,0,low
U000284,2025-08-04,2,value,mobile,0.0,0.0,0,0,0,low
U000285,2025-12-23,2,premium,mobile,0.0,0.0,0,0,0,low
U000286,2025-08-04,1,regular,mobile,0.0,0.0,0,0,0,low
U000287,2025-11-18,1,premium,mobile,0.0,0.0,0,0,0,low
U000288,2025-11-30,3,value,mobile,0.0,0.0,0,0,0,low
U000289,2025-08-24,1,premium,web,1.0,11841.93,2026-01-07 03:30:21,2026-01-07 03:30:21,0,high
U000290,2025-10-07,1,premium,web,0.0,0.0,0,0,0,low
U000291,2025-08-09,1,regular,mobile,0.0,0.0,0,0,0,low
U000292,2025-09-11,1,value,mobile,1.0,17094.8,2026-01-04 22:08:23,2026-01-04 22:08:23,0,high
U000293,2026-01-12,3,regular,mobile,0.0,0.0,0,0,0,low
U000294,2025-11-15,2,regular,mobile,0.0,0.0,0,0,0,low
U000295,2025-12-18,3,premium,web,0.0,0.0,0,0,0,low
U000296,2025-10-14,1,regular,web,0.0,0.0,0,0,0,low
U000297,2025-08-12,2,value,mobile,0.0,0.0,0,0,0,low
U000298,2025-11-20,2,value,web,0.0,0.0,0,0,0,low
U000299,2025-10-06,2,regular,mobile,0.0,0.0,0,0,0,low
U000300,2025-07-30,3,premium,mobile,0.0,0.0,0,0,0,low
U000301,2025-09-18,3,value,web,1.0,11005.11,2025-12-07 08:05:12,2025-12-07 08:05:12,0,high
U000302,2025-11-03,3,regular,mobile,0.0,0.0,0,0,0,low
U000303,2025-11-24,1,premium,mobile,0.0,0.0,0,0,0,low
U000304,2025-08-13,1,value,mobile,0.0,0.0,0,0,0,low
U000305,2025-12-24,2,value,web,0.0,0.0,0,0,0,low
U000306,2025-09-11,2,regular,mobile,0.0,0.0,0,0,0,low
U000307,2025-08-19,3,regular,web,0.0,0.0,0,0,0,low
U000308,2025-08-03,2,value,web,1.0,9813.08,2026-01-07 02:13:21,2026-01-07 02:13:21,0,high
U000309,2025-12-09,2,regular,web,1.0,11822.71,2025-12-24 08:10:01,2025-12-24 08:10:01,0,high
U000310,2025-09-05,3,regular,mobile,0.0,0.0,0,0,0,low
U000311,2025-10-02,3,premium,mobile,1.0,3238.92,2025-11-19 05:11:16,2025-11-19 05:11:16,0,high
U000312,2025-08-09,1,premium,web,0.0,0.0,0,0,0,low
U000313,2025-11-14,1,regular,mobile,1.0,5173.74,2025-12-25 10:38:54,2025-12-25 10:38:54,0,high
U000314,2025-12-04,2,regular,web,0.0,0.0,0,0,0,low
U000315,2025-09-02,2,value,mobile,0.0,0.0,0,0,0,low
U000316,2026-01-07,2,regular,web,0.0,0.0,0,0,0,low
U000317,2025-06-29,2,value,mobile,0.0,0.0,0,0,0,low
U000318,2025-07-21,3,regular,web,0.0,0.0,0,0,0,low
U000319,2025-10-25,3,value,mobile,0.0,0.0,0,0,0,low
U000320,2025-11-17,2,regular,web,0.0,0.0,0,0,0,low
U000321,2025-08-15,2,value,mobile,0.0,0.0,0,0,0,low
U000322,2025-10-17,2,value,mobile,0.0,0.0,0,0,0,low
U000323,2025-08-29,2,value,web,0.0,0.0,0,0,0,low
U000324,2025-10-17,2,regular,web,0.0,0.0,0,0,0,low
U000325,2025-11-08,2,regular,mobile,0.0,0.0,0,0,0,low
U000326,2026-01-13,2,value,mobile,1.0,11084.73,2025-12-25 04:16:08,2025-12-25 04:16:08,0,high
U000327,2025-09-27,1,premium,web,0.0,0.0,0,0,0,low
U000328,2025-11-06,1,premium,web,0.0,0.0,0,0,0,low
U000329,2025-10-22,1,value,web,0.0,0.0,0,0,0,low
U000330,2025-08-29,3,regular,mobile,0.0,0.0,0,0,0,low
U000331,2025-08-15,2,regular,mobile,0.0,0.0,0,0,0,low
U000332,2026-01-16,1,value,web,0.0,0.0,0,0,0,low
U000333,2025-08-05,3,regular,mobile,0.0,0.0,0,0,0,low
U000334,2025-12-06,2,value,mobile,0.0,0.0,0,0,0,low
U000335,2025-07-24,2,premium,mobile,0.0,0.0,0,0,0,low
U000336,2025-12-09,3,premium,web,2.0,15357.88,2025-10-27 07:54:50,2025-12-05 01:04:40,1,high
U000337,2025-08-01,1,regular,web,0.0,0.0,0,0,0,low
U000338,2026-01-12,1,regular,web,2.0,27446.84,2026-01-11 02:24:45,2026-01-14 15:59:58,1,high
U000339,2025-11-14,2,regular,web,0.0,0.0,0,0,0,low
U000340,2025-07-12,1,premium,web,0.0,0.0,0,0,0,low
U000341,2025-11-16,2,value,web,0.0,0.0,0,0,0,low
U000342,2025-10-28,1,value,web,0.0,0.0,0,0,0,low
U000343,2025-09-02,1,regular,mobile,0.0,0.0,0,0,0,low
U000344,2025-08-17,1,value,web,0.0,0.0,0,0,0,low
U000345,2025-11-21,2,value,mobile,0.0,0.0,0,0,0,low
U000346,2025-11-26,1,value,web,0.0,0.0,0,0,0,low
U000347,2025-08-31,1,regular,mobile,2.0,20327.87,2025-11-09 03:24:22,2025-12-22 18:25:53,1,high
U000348,2025-12-24,3,value,web,0.0,0.0,0,0,0,low
U000349,2025-08-18,2,value,mobile,0.0,0.0,0,0,0,low
U000350,2025-07-08,2,value,mobile,0.0,0.0,0,0,0,low
U000351,2025-10-27,1,regular,web,0.0,0.0,0,0,0,low
U000352,2025-07-15,2,premium,mobile,0.0,0.0,0,0,0,low
U000353,2025-08-20,2,value,web,0.0,0.0,0,0,0,low
