session_id,user_id,session_start_ts,device,channel,campaign_id,variant,is_new_user,has_add_to_cart,has_begin_checkout,has_landing_view,has_payment_attempt,has_product_view,has_purchase,time_to_cart_sec,time_to_checkout_sec,time_to_purchase_sec,session_duration_sec,net_amount,gross_amount,discount_amount
S0000549,U001780,2025-10-21 17:49:37,mobile,search,C040,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0002181,U001672,2025-10-21 17:50:19,mobile,paid_social,C003,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0001815,U001808,2025-10-21 18:26:49,web,email,C035,B,1,0,0,1,0,1,0,0.0,0.0,0.0,72.0,0.0,0.0,0.0
S0007574,U001084,2025-10-21 18:27:41,mobile,search,C011,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0003589,U001213,2025-10-21 18:36:36,mobile,email,C023,0,0,0,0,1,0,1,0,0.0,0.0,0.0,87.0,0.0,0.0,0.0
S0001917,U002023,2025-10-21 18:39:35,web,search,C029,0,1,1,1,1,1,1,1,185.0,251.0,440.0,356.0,15438.06,16571.25,1133.19
S0005640,0,2025-10-21 19:01:56,web,search,C020,0,0,0,0,1,0,1,0,0.0,0.0,0.0,78.0,0.0,0.0,0.0
S0005951,U001584,2025-10-21 19:03:05,mobile,referral,C020,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0000738,U001787,2025-10-21 19:05:29,mobile,email,C029,0,1,1,0,1,0,1,0,252.0,0.0,0.0,157.0,0.0,0.0,0.0
S0003998,U000359,2025-10-21 19:10:49,web,email,C030,A,1,0,0,1,0,1,0,0.0,0.0,0.0,14.0,0.0,0.0,0.0
S0008663,0,2025-10-21 19:20:55,mobile,organic,C035,0,0,0,0,1,0,1,0,0.0,0.0,0.0,25.0,0.0,0.0,0.0
S0002565,U001579,2025-10-21 19:40:32,web,email,C019,B,0,0,0,1,0,1,0,0.0,0.0,0.0,116.0,0.0,0.0,0.0
S0004556,0,2025-10-21 19:51:52,mobile,referral,C026,0,0,0,0,1,0,1,0,0.0,0.0,0.0,101.0,0.0,0.0,0.0
S0007704,U000648,2025-10-21 19:55:44,mobile,organic,C032,0,0,1,1,1,1,1,1,217.0,277.0,482.0,412.0,4768.5,5186.95,418.45
S0002818,U002154,2025-10-21 20:10:50,web,paid_social,C027,B,0,0,0,1,0,1,0,0.0,0.0,0.0,32.0,0.0,0.0,0.0
S0000258,U001392,2025-10-21 20:11:13,web,organic,C026,A,0,0,0,1,0,1,0,0.0,0.0,0.0,74.0,0.0,0.0,0.0
S0003342,U000408,2025-10-21 20:18:33,web,paid_social,C028,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0006106,U002032,2025-10-21 21:07:27,mobile,referral,C007,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0008897,0,2025-10-21 21:26:49,web,organic,C006,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0001982,0,2025-10-21 21:56:16,mobile,organic,C037,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0005664,U001727,2025-10-21 22:00:54,mobile,organic,C017,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0001767,0,2025-10-21 22:01:04,web,paid_social,C003,0,0,0,0,1,0,1,0,0.0,0.0,0.0,52.0,0.0,0.0,0.0
S0000125,U000019,2025-10-21 22:04:25,web,organic,C020,B,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0005087,U001714,2025-10-21 22:35:01,web,organic,C035,0,1,0,0,1,0,1,0,0.0,0.0,0.0,59.0,0.0,0.0,0.0
S0007132,0,2025-10-21 22:38:27,mobile,search,C032,0,0,0,0,1,0,1,0,0.0,0.0,0.0,14.0,0.0,0.0,0.0
S0007591,U001281,2025-10-21 22:45:44,web,paid_social,C028,0,1,0,0,1,0,1,0,0.0,0.0,0.0,16.0,0.0,0.0,0.0
S0005115,U001736,2025-10-21 22:46:35,mobile,referral,C030,0,1,0,0,1,0,1,0,0.0,0.0,0.0,19.0,0.0,0.0,0.0
S0008213,0,2025-10-21 22:49:56,mobile,paid_social,C002,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0007998,U001500,2025-10-21 22:58:10,mobile,organic,C027,0,0,0,0,1,0,1,0,0.0,0.0,0.0,46.0,0.0,0.0,0.0
S0004658,U002200,2025-10-21 22:58:46,mobile,search,C016,0,1,0,0,1,0,1,0,0.0,0.0,0.0,66.0,0.0,0.0,0.0
S0007720,U001137,2025-10-21 23:05:28,web,search,C038,B,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0006395,U000528,2025-10-21 23:07:44,mobile,organic,C036,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0006074,U000897,2025-10-21 23:12:49,mobile,organic,C020,0,1,0,0,1,0,1,0,0.0,0.0,0.0,26.0,0.0,0.0,0.0
S0003338,U000708,2025-10-22 00:05:52,mobile,organic,C038,0,0,0,0,1,0,1,0,0.0,0.0,0.0,56.0,0.0,0.0,0.0
S0008871,U001647,2025-10-22 00:13:24,web,organic,C005,A,0,0,0,1,0,1,0,0.0,0.0,0.0,31.0,0.0,0.0,0.0
S0008627,U001331,2025-10-22 00:47:30,web,paid_social,C037,B,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0005117,U001659,2025-10-22 00:51:06,mobile,search,C021,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0006932,U000261,2025-10-22 01:03:21,mobile,referral,C013,0,1,0,0,1,0,1,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
S0003944,0,2025-10-22 01:05:46,web,email,C008,0,0,0,0,1,0,1,0,0.0,0.0,0.0,102.0,0.0,0.0,0.0
S0003449,U000130,2025-10-22 01:43:38,mobile,search,C030,0,0,0,0,1,0,1,0,0.0,0.0,0.0,37.0,0.0,0.0,0.0
S0008369,U001354,2025-10-22 02:34:49,web,email,C010,A,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0000641,0,2025-10-22 03:01:26,mobile,paid_social,C032,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0008439,0,2025-10-22 03:24:41,web,search,C022,0,0,0,0,1,0,1,0,0.0,0.0,0.0,26.0,0.0,0.0,0.0
S0000448,0,2025-10-22 03:33:49,web,search,C020,0,0,1,0,1,0,1,0,269.0,0.0,0.0,187.0,0.0,0.0,0.0
S0000027,U000269,2025-10-22 03:44:50,web,organic,C028,A,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0004394,0,2025-10-22 03:45:38,web,organic,C006,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0002093,U000651,2025-10-22 04:09:26,mobile,paid_social,C023,0,0,0,0,1,0,1,0,0.0,0.0,0.0,13.0,0.0,0.0,0.0
S0007825,U002108,2025-10-22 04:17:03,web,paid_social,C020,A,1,1,1,1,1,1,0,247.0,362.0,0.0,280.0,0.0,0.0,0.0
S0000454,U000955,2025-10-22 04:53:41,web,search,C001,A,1,0,0,1,0,1,0,0.0,0.0,0.0,87.0,0.0,0.0,0.0
S0000143,U002115,2025-10-22 05:19:57,mobile,search,C030,0,1,0,0,1,0,1,0,0.0,0.0,0.0,42.0,0.0,0.0,0.0
S0005343,U000446,2025-10-22 05:24:48,mobile,email,C003,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0008170,0,2025-10-22 05:43:04,web,paid_social,C023,0,0,1,0,1,0,1,0,192.0,0.0,0.0,177.0,0.0,0.0,0.0
S0003926,U001075,2025-10-22 05:45:54,web,referral,C012,A,0,0,0,1,0,1,0,0.0,0.0,0.0,25.0,0.0,0.0,0.0
S0001474,U002147,2025-10-22 05:52:57,web,search,C023,B,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0004137,U001043,2025-10-22 06:05:15,web,email,C002,B,0,0,0,1,0,1,0,0.0,0.0,0.0,82.0,0.0,0.0,0.0
S0006651,U001934,2025-10-22 06:33:13,web,organic,C020,B,0,0,0,1,0,1,0,0.0,0.0,0.0,113.0,0.0,0.0,0.0
S0000518,U000869,2025-10-22 06:37:49,web,organic,C015,B,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0008924,U001712,2025-10-22 07:04:39,web,organic,C035,A,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0002944,U001103,2025-10-22 07:08:45,mobile,paid_social,C001,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0005727,U000581,2025-10-22 07:13:55,unknown,search,C018,A,0,0,0,1,0,1,0,0.0,0.0,0.0,112.0,0.0,0.0,0.0
S0004547,U000169,2025-10-22 07:35:55,mobile,organic,C038,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0007547,U000105,2025-10-22 08:02:32,mobile,organic,C016,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0003506,U000907,2025-10-22 08:04:54,mobile,search,C020,0,1,0,0,1,0,1,0,0.0,0.0,0.0,16.0,0.0,0.0,0.0
S0000273,U002129,2025-10-22 08:20:01,web,organic,C038,A,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0007602,U001331,2025-10-22 08:54:26,mobile,email,C037,0,1,1,0,1,0,1,0,223.0,0.0,0.0,164.0,0.0,0.0,0.0
S0007578,U000872,2025-10-22 09:03:44,web,paid_social,C029,B,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0005188,U001613,2025-10-22 09:12:40,mobile,referral,C032,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0000422,U001872,2025-10-22 09:16:15,web,email,C028,B,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0004091,U000782,2025-10-22 09:22:39,web,search,C016,B,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0000200,U001382,2025-10-22 09:26:25,mobile,search,C037,0,0,1,0,1,0,1,0,127.0,0.0,0.0,38.0,0.0,0.0,0.0
S0007209,U001593,2025-10-22 09:41:17,mobile,referral,C039,0,0,0,0,1,0,1,0,0.0,0.0,0.0,28.0,0.0,0.0,0.0
S0008250,0,2025-10-22 09:46:32,web,organic,C008,0,0,0,0,1,0,1,0,0.0,0.0,0.0,114.0,0.0,0.0,0.0
S0007885,U002127,2025-10-22 09:48:28,web,organic,C021,A,1,1,1,1,1,1,0,222.0,242.0,0.0,228.0,0.0,0.0,0.0
S0001616,U002017,2025-10-22 09:56:20,web,paid_social,C032,0,0,0,0,1,0,1,0,0.0,0.0,0.0,85.0,0.0,0.0,0.0
S0002731,U000252,2025-10-22 10:02:49,web,organic,C016,0,1,1,1,1,1,1,1,260.0,282.0,431.0,324.0,1049.49,1060.87,53.25
S0000434,0,2025-10-22 10:22:19,mobile,search,C031,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0003602,U002074,2025-10-22 10:24:23,mobile,organic,C028,0,0,0,0,1,0,1,0,0.0,0.0,0.0,18.0,0.0,0.0,0.0
S0004654,U000640,2025-10-22 10:35:25,web,email,C026,B,1,0,0,1,0,1,0,0.0,0.0,0.0,72.0,0.0,0.0,0.0
S0002835,0,2025-10-22 11:04:20,mobile,email,C038,0,0,1,1,1,1,1,1,205.0,229.0,354.0,272.0,2167.85,2268.57,100.72
S0003914,U000051,2025-10-22 11:13:18,web,search,C030,0,1,1,1,1,1,1,0,177.0,236.0,0.0,161.0,0.0,0.0,0.0
S0008800,U000131,2025-10-22 11:32:19,mobile,paid_social,C039,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0002197,U000837,2025-10-22 11:33:52,web,organic,C018,B,0,0,0,1,0,1,0,0.0,0.0,0.0,35.0,0.0,0.0,0.0
S0006254,U002179,2025-10-22 11:41:07,web,organic,C004,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0004918,U002147,2025-10-22 11:44:03,mobile,search,C001,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0002076,U001357,2025-10-22 12:12:04,web,paid_social,C011,B,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0000289,U000015,2025-10-22 12:21:27,mobile,organic,C015,0,1,0,0,1,0,1,0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
S0005121,U000353,2025-10-22 12:43:55,mobile,search,C006,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0002681,U000918,2025-10-22 12:50:50,web,email,C027,B,1,0,0,1,0,1,0,0.0,0.0,0.0,89.0,0.0,0.0,0.0
S0002494,U000848,2025-10-22 13:32:27,web,referral,C036,A,0,0,0,1,0,1,0,0.0,0.0,0.0,70.0,0.0,0.0,0.0
S0007276,U001490,2025-10-22 13:49:48,web,search,C039,B,1,1,1,1,1,1,1,243.0,327.0,440.0,373.0,3276.27,3483.01,206.74
S0006093,U001309,2025-10-22 14:12:03,mobile,paid_social,C030,0,0,0,0,1,0,1,0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
S0002534,U001910,2025-10-22 14:35:09,web,search,C029,B,1,0,0,1,0,1,0,0.0,0.0,0.0,47.0,0.0,0.0,0.0
S0003559,U001732,2025-10-22 14:40:25,web,email,C001,B,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0005254,0,2025-10-22 15:02:16,web,email,C016,0,0,0,0,1,0,1,0,0.0,0.0,0.0,45.0,0.0,0.0,0.0
S0008512,U001314,2025-10-22 15:13:30,mobile,paid_social,C001,0,0,0,0,1,0,1,0,0.0,0.0,0.0,105.0,0.0,0.0,0.0
S0003620,0,2025-10-22 15:17:18,web,paid_social,C010,0,0,0,0,1,0,1,0,0.0,0.0,0.0,87.0,0.0,0.0,0.0
S0006890,U000281,2025-10-22 15:27:43,web,paid_social,C019,0,1,0,0,1,0,1,0,0.0,0.0,0.0,98.0,0.0,0.0,0.0
S0004527,U000755,2025-10-22 15:53:15,web,organic,C018,0,0,0,0,1,0,1,0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
S0007135,U000445,2025-10-22 16:14:52,mobile,organic,C017,0,0,1,0,1,0,1,0,187.0,0.0,0.0,143.0,0.0,0.0,0.0
S0000364,U000172,2025-10-22 16:26:32,web,email,C011,A,0,1,0,1,0,1,0,100.0,0.0,0.0,69.0,0.0,0.0,0.0
S0004219,U002095,2025-10-22 16:38:18,mobile,search,C023,0,1,0,0,1,0,1,0,0.0,0.0,0.0,22.0,0.0,0.0,0.0
S0007333,U001391,2025-10-22 16:46:53,mobile,email,C038,0,0,0,0,1,0,1,0,0.0,0.0,0.0,110.0,0.0,0.0,0.0
S0001625,U000134,2025-10-22 16:55:55,web,organic,C037,0,1,0,0,1,0,1,0,0.0,0.0,0.0,46.0,0.0,0.0,0.0
S0004534,U001936,2025-10-22 17:35:31,mobile,email,C018,0,1,1,1,1,1,1,1,121.0,141.0,268.0,191.0,4166.86,4352.51,185.65
S0006867,U000162,2025-10-22 17:36:18,web,search,C009,B,0,1,1,1,1,1,0,101.0,214.0,0.0,189.0,0.0,0.0,0.0
S0006551,U000274,2025-10-22 18:11:12,web,search,C001,B,1,0,0,1,0,1,0,0.0,0.0,0.0,59.0,0.0,0.0,0.0
S0008536,0,2025-10-22 18:30:10,web,referral,C033,0,0,0,0,1,0,1,0,0.0,0.0,0.0,77.0,0.0,0.0,0.0
S0005731,0,2025-10-22 18:43:01,web,search,C015,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0000348,U000308,2025-10-22 18:50:23,mobile,organic,C023,0,0,0,0,1,0,1,0,0.0,0.0,0.0,79.0,0.0,0.0,0.0
S0000687,U001366,2025-10-22 18:53:04,mobile,email,C009,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0006938,U001288,2025-10-22 19:14:05,mobile,referral,C021,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0004561,0,2025-10-22 19:18:22,mobile,organic,C031,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0008473,U001849,2025-10-22 19:33:52,web,paid_social,C012,B,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0008930,U001051,2025-10-22 19:35:19,web,search,C016,A,1,1,0,1,0,1,0,211.0,0.0,0.0,148.0,0.0,0.0,0.0
S0005643,U001337,2025-10-22 19:46:08,mobile,search,C001,0,1,0,0,1,0,1,0,0.0,0.0,0.0,92.0,0.0,0.0,0.0
S0004972,U000040,2025-10-22 19:52:28,web,organic,C010,0,0,0,0,1,0,1,0,0.0,0.0,0.0,82.0,0.0,0.0,0.0
S0005985,U000326,2025-10-22 19:56:15,web,organic,C010,A,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0000272,U001496,2025-10-22 20:02:21,mobile,referral,C013,0,0,0,0,1,0,1,0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
S0003085,U001896,2025-10-22 20:13:06,web,organic,C024,B,0,0,0,1,0,1,0,0.0,0.0,0.0,54.0,0.0,0.0,0.0
S0008722,U001894,2025-10-22 20:25:22,web,search,C025,A,1,1,1,1,1,1,0,212.0,285.0,0.0,303.0,0.0,0.0,0.0
S0001831,U001250,2025-10-22 20:27:40,mobile,paid_social,C037,0,0,0,0,1,0,1,0,0.0,0.0,0.0,58.0,0.0,0.0,0.0
S0002147,U000937,2025-10-22 20:40:38,web,search,C009,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0001804,U001221,2025-10-22 21:00:42,mobile,search,C026,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0003563,U001879,2025-10-22 21:15:26,mobile,referral,C005,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0000770,U001614,2025-10-22 21:33:27,web,search,C021,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0008721,U001558,2025-10-22 21:52:24,web,search,C034,A,0,0,0,1,0,1,0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
S0003382,U001876,2025-10-22 22:06:42,mobile,email,C015,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0007376,U000876,2025-10-22 22:29:57,mobile,paid_social,C003,0,0,0,0,1,0,1,0,0.0,0.0,0.0,61.0,0.0,0.0,0.0
S0001504,U000288,2025-10-22 22:35:16,web,organic,C005,A,1,0,0,1,0,1,0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
S0005011,0,2025-10-22 22:47:01,web,referral,C009,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0007357,U001866,2025-10-22 22:50:29,web,email,C035,B,1,1,1,1,1,1,0,242.0,249.0,0.0,216.0,0.0,0.0,0.0
S0006005,U000961,2025-10-22 22:57:49,web,email,C026,0,1,0,0,1,0,1,0,0.0,0.0,0.0,69.0,0.0,0.0,0.0
S0007759,U001459,2025-10-22 23:03:37,mobile,organic,C020,0,0,0,0,1,0,1,0,0.0,0.0,0.0,59.0,0.0,0.0,0.0
S0008990,U001718,2025-10-22 23:46:08,mobile,organic,C018,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0000816,U000112,2025-10-22 23:55:10,web,organic,C034,A,1,1,0,1,0,1,0,234.0,0.0,0.0,145.0,0.0,0.0,0.0
S0002417,U000691,2025-10-23 00:02:50,web,referral,C010,B,0,0,0,1,0,1,0,0.0,0.0,0.0,61.0,0.0,0.0,0.0
S0008011,U000630,2025-10-23 00:23:47,web,email,C003,A,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0001026,0,2025-10-23 00:31:37,mobile,search,C017,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0001489,U000381,2025-10-23 00:32:09,web,organic,C002,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0000104,U000969,2025-10-23 00:41:59,web,referral,C028,B,1,0,0,1,0,1,0,0.0,0.0,0.0,67.0,0.0,0.0,0.0
S0006029,U001551,2025-10-23 00:51:23,mobile,referral,C025,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0000726,U001182,2025-10-23 01:06:56,mobile,referral,C013,0,0,1,1,1,1,1,1,278.0,324.0,449.0,340.0,7457.12,8028.26,571.14
S0000650,U000661,2025-10-23 01:50:14,mobile,search,C009,0,1,0,0,1,0,1,0,0.0,0.0,0.0,105.0,0.0,0.0,0.0
S0002745,U001420,2025-10-23 01:52:45,web,paid_social,C035,B,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0004036,0,2025-10-23 02:22:16,web,organic,C038,0,0,1,0,1,0,1,0,156.0,0.0,0.0,140.0,0.0,0.0,0.0
